CVR Nummer,Navn,Kommune Navn
72777255,BJØRNLUNDS ANTIKVARIAT/VIGGO      BJØRNLUND,SLAGELSE
28763646,"Fællesorganisationens Boligforening, Afdeling 20",SLAGELSE
26936705,KlodsHans                         v/Hans Bruun,SLAGELSE
30965906,Pia Elisabeth Life Coaching v/Pia Elisabeth Pedersen,SLAGELSE
30632249,Klinik Englehaand v/Kamille Christina M. Rasmussen,SLAGELSE
55934215,VERNER JENSEN                     DISAGERGÅRD,SLAGELSE
27780024,Bilcity 2000                      v/Mohamed H.M. El-Jabbouri,SLAGELSE
21467979,SALON VENUS                       V/HANNE VANG,SLAGELSE
32225853,SUSANNES PRIVATEHJEMMESEVICE      V/SUSANNE UWASOMBA,SLAGELSE
25893395,Bildsø Camping v/Thomas Nygaard,SLAGELSE
21645346,L.C. TRANS I/S                    V/J HANSEN & L CHRISTENSEN,SLAGELSE
27537820,Jette Schultz,SLAGELSE
32915191,Tove Rasmussen,SLAGELSE
75315619,SALON FEMINA                      V/ANNI M MADSEN,SLAGELSE
31613981,UNICASA DANMARK ApS,SLAGELSE
31304822,Smedegrillen v/Ingelis Andersen,SLAGELSE
28909616,Antenne & EDB-specialisten v/ Dan Snell Nielsen,SLAGELSE
25484770,Claus Johansen VVS  v/Claus Johansen  Ølsmosevej 13  4200  Slagelse,SLAGELSE
27431488,Thorsted Virksomhedsrådgivning    v/Søren Thorsted,SLAGELSE
28763689,"Fællesorganisationens Boligforening, Afdeling 26",SLAGELSE
34301298,Chancen v/T. Jensen,SLAGELSE
31913756,ANNY JENSEN,SLAGELSE
30457277,D´LUXE v/Camilla Bomholt Rasmussen,SLAGELSE
18118807,KLINIK FOR ZONETERAPI OG MASSAGE  V/ ANNIE ULRICH,SLAGELSE
26092272,ALBO MØBLER ApS,SLAGELSE
27639933,Cafe Victor                       v/L. Navarathinam,SLAGELSE
31668859,EJVIND KJELKVIST,SLAGELSE
28763743,"Fællesorganisationens Boligforening, Afdeling 34 Sydbyen",SLAGELSE
21519375,F.I. TRANSPORT SLAGELSE           V/FERID IMSIROVIC,SLAGELSE
27370837,Ejendommen Herluf Trollesvej 52A  v/Svend Erik Larsen,SLAGELSE
28398573,PI-Foto v/ Poul Ishøy,SLAGELSE
21671932,HELSEKOST & HUDPLEJE              V/INGER HOLST,SLAGELSE
60248958,PRØVEMESTER                       LEJF OLSSON,SLAGELSE
32028950,Klinisk diætist Mette Darholt,SLAGELSE
29994684,P.F. Boligservice v/Per Frydahl,SLAGELSE
72361857,GÅRDEJER                          SVEN KILDGÅRD JENSEN,SLAGELSE
29298017,Nordvang Skov I/S v/Helle Nonnemann Bonde og Karsten Thinning Andersen,SLAGELSE
35269916,Malerfirmaet JR,SLAGELSE
35354298,A.K.B.,SLAGELSE
27501230,B.N. Byg                          v/Bram Njai,SLAGELSE
39314363,MBAT Service IVS,SLAGELSE
35204075,DANSK SERVICE ApS,SLAGELSE
21944998,Pers Gas & Oliefyrsservice        v/Per Skovvart Larsen,SLAGELSE
30478665,Autotransport - Skælskør v/Ole Løvgren Petersen,SLAGELSE
78855517,SLAGELSE RØRSMED FORRETNING       V/KARSTEN HANSEN,SLAGELSE
28572549,"Slagelse Boligselskab, Afd. 18",SLAGELSE
45156028,CENTRUM CYKLER                    V/ JØRGEN NIELSEN,SLAGELSE
28763670,"Fællesorganisationens Boligforening, Afdeling 24/25",SLAGELSE
29889899,Munthe & Bisgaard v/Kim Munthe Jacobsen og Lars Bisgaard Jensen,SLAGELSE
26527902,Refina Vask I/S,SLAGELSE
16298387,HH AUTOMATER I/S                  V/S E HENRIKSEN & H K NIELSEN,SLAGELSE
27283004,Barbae                            v/Tove Toft Larsen,SLAGELSE
35607706,NZ Installation,SLAGELSE
38149814,nadinos,SLAGELSE
32363644,MILLA-PETIT DENMARK S.M.B.A.,SLAGELSE
31792525,Slagelse 4H,SLAGELSE
37004081,Klinik Vemmelev,SLAGELSE
32171346,Slagelse Kulturråd,SLAGELSE
37562793,Friluftsliv vestsjælland,SLAGELSE
34685460,Foreningen til Bevarelse af KoldkrigsKøretøjer,SLAGELSE
33291191,Foreningen Hit-Club,SLAGELSE
30718607,Medianet Innnvations Inc. USA,SLAGELSE
32705944,Foreningen Aktiv Net,SLAGELSE
36346817,FC Storebælts venner,SLAGELSE
11716393,SYDSLESVIGSK UDVALGS              EJDERSKOLELEGAT,SLAGELSE
29726523,Musikfonden,SLAGELSE
33820224,Foreningen Spis Lokalt,SLAGELSE
33827849,HUSET,SLAGELSE
30718720,"Home Art, Filial til              Bahne Sørensen A/S",SLAGELSE
31830923,Dronningmølle Slots Ejerforening,SLAGELSE
11610005,LANDINSPEKTØR LANDBRUGSKANDIDAT   NIELS SMED SØNDERGAARDS LEGAT TIL UNGE SYDSLEVIGERES UDDANNELSE,SLAGELSE
19652602,EMMY JENSEN,SLAGELSE
25619102,Sønder's Smedie v/M Y Nielsen,SLAGELSE
26678692,Handy-Hansen                      v/Anders Hansen,SLAGELSE
34162271,KL Transport v/Kim Larsen,SLAGELSE
35969446,Luxury Hairextensions,SLAGELSE
31689813,A.K.Totalentreprice v/Artur Kujawa,SLAGELSE
34324077,henrik kristensen,SLAGELSE
21609889,B.K. HOLDING ApS,SLAGELSE
35948864,Bisserup IM,SLAGELSE
35196595,Animus Liber,SLAGELSE
33315112,Foreningen af 'advokater i Næstved Retskreds,SLAGELSE
34242283,Mh Rengøring,SLAGELSE
39549352,frank grassov,SLAGELSE
39754339,JDP Holding IVS,SLAGELSE
41044780,Renés Multifirma,SLAGELSE
27539149,StrivOn I/S                       v/Ulrik & Lise Bentsen,SLAGELSE
32073158,KØRELÆRER MORTEN JOHANSEN,SLAGELSE
34332762,Comp-support,SLAGELSE
32132855,GÅRDEJER GEORG DYSSEL ENGEL,SLAGELSE
26514924,Malouz Hairextensions v/Jeanett Richard,
33814119,Halskov Murerforretning v/Jim Nagel Flor Drejer,SLAGELSE
31322987,Mentreprise v/Michael Borregaard Rasmussen,SLAGELSE
32917674,Cafe Loen v/Lilian Hansen,SLAGELSE
39905086,Lasse Thorn Consulting,SLAGELSE
34851417,Landdyssegaard,SLAGELSE
40337717,Slagelse Voltige Klub,SLAGELSE
42175501,Agersø fiskeriforening,SLAGELSE
27241565,K. I. NIELSEN HOLDING ApS,SLAGELSE
40332324,VIMESO IVS,SLAGELSE
27307361,Tasdata I/S,SLAGELSE
36596481,PRB,SLAGELSE
33923090,Slagelse Børnekunstforening,SLAGELSE
42666793,MS-Trading,SLAGELSE
29218455,LOHKI ApS,SLAGELSE
38040596,Metal i Byen,SLAGELSE
25714393,P. BANDHOLTZ INVEST ApS,SLAGELSE
31756758,FLEMMING JENSEN,SLAGELSE
14535799,H H BUCHART PETERSEN,SLAGELSE
14559930,RÅDHUSKONDITORIET                 V/NIELS HØY,SLAGELSE
25830911,Fingerprint - kreativt kompagni I/S,SLAGELSE
39017423,JHR Byg,SLAGELSE
41455810,Jwj-service,SLAGELSE
33631065,Desiree Design v/Annie Lindvig,SLAGELSE
28321791,TINOL ApS,SLAGELSE
42569011,Grasson Fitness,SLAGELSE
41087838,TOMSMARK,SLAGELSE
42038490,Rex Mandskab,SLAGELSE
33267630,SECOND CHAPTER PUBLISHING ApS,SLAGELSE
57394013,I/S BJERGBYGADE 22-26,SLAGELSE
36312661,Aagaard Bolig- & Haveservice,SLAGELSE
28416326,Søvndal`s Begravelsesforretning,SLAGELSE
30197747,ANTON EG HOLDING ApS,SLAGELSE
39002884,VA Rådgivning,SLAGELSE
47230012,OLE JENSEN,SLAGELSE
37071862,AD Service,SLAGELSE
20496274,P T VANDTEKNIK                    V/PETER TORNBJERG,SLAGELSE
34035210,dotdk v/Peter Christensen,SLAGELSE
32612326,Combigulve v/Jesper Fyrkov,SLAGELSE
40098208,Print Pol IVS,SLAGELSE
37300063,CS Montage ApS,SLAGELSE
39520206,Danske Apps,SLAGELSE
27973167,FJERRING HOLDING ApS,SLAGELSE
26312809,J.P. SLAGELSE HOLDING ApS,SLAGELSE
38650076,Golf Centrum - Web IVS,SLAGELSE
26672988,VEL KØL OG BYG A/S,SLAGELSE
29945098,Hestensforum I/S v/Daniel Michael Sørensen og Peter Tonni Sørensen,SLAGELSE
36715189,Rongaard Holding IVS,SLAGELSE
31169054,TOP PARTNERS A/S,SLAGELSE
29511225,N. WIIS MURER- OG                 ENTREPRENØRFORRETNING ApS,SLAGELSE
29511160,N. WIIS HOLDING ApS,SLAGELSE
34992118,Holmbergs Tømrerfirma,SLAGELSE
30826329,LBP INVEST ApS,SLAGELSE
30343395,Jadef consult v/Else Janne de Fries,SLAGELSE
19198774,MORTEN BACH GAARDBOE,SLAGELSE
36662964,OK Auto Rens,SLAGELSE
30560027,MIDNATSSOL HOLDING ApS,SLAGELSE
30560094,NORDLYS HOLDING ApS,SLAGELSE
41962941,Medzova,SLAGELSE
31682657,GÅRDEJER                          POUL TRANEKÆR NIELSEN,SLAGELSE
57467215,PAPIR-INDUSTRIEN. SLAGELSE A/S,SLAGELSE
19198731,MICHAEL RUTHKÆR JENSEN,SLAGELSE
27184243,ANDRÉ HOLDING ApS,SLAGELSE
31300827,"DAM, HARRESTED HOLDING ApS",SLAGELSE
37249629,Snede Gammelskov ApS,SLAGELSE
19319237,A/S PSE NR. 5026,SLAGELSE
17490192,SLAGELSE LÅSESERVICE A/S,SLAGELSE
29805423,PARTYEKSPRESSEN ApS,SLAGELSE
19273105,GUSTAV KJERULFF HOLDING ApS,SLAGELSE
30902637,LKS 2007 HOLDING ApS,SLAGELSE
33898533,Dannebrog Gruppen v/Christian Dannebrog,SLAGELSE
30691172,ISM 2 ApS,SLAGELSE
39920360,Nielsen Mandskab 2018 ApS,SLAGELSE
74933912,NEVADA V/INGE LAUTRUP LARSEN,SLAGELSE
30799526,GGD IE ApS,SLAGELSE
34211124,DAN.CLEAN S.M.B.A.,SLAGELSE
18269945,KOX GRUPPEN I/S,SLAGELSE
37957623,LJ Smykker,SLAGELSE
37817635,High Beauty,SLAGELSE
32905153,Carlsens Minibusser v/Lise-Lotte Carlsen,SLAGELSE
34387834,Salon D'Luxe v/ Tina Falck,SLAGELSE
28386931,Cautzar Arabians I/S v/G.Dybelund&K.Nielsen,SLAGELSE
32991432,Krantz og Meyer v/Thomas Meyer,SLAGELSE
39289822,Dansk Logistik & Spedition IVS,SLAGELSE
30203208,DINKLOAKMESTER.COM ApS,SLAGELSE
39664607,Fashion-Design,SLAGELSE
42379409,Klinik Pryd,SLAGELSE
40709002,LS BEAUTY,SLAGELSE
41388129,DB Ecom I/S,SLAGELSE
29804559,NIELS SØRENSEN,SLAGELSE
38750992,A P Madsen Holding IVS,SLAGELSE
86538717,EXELCO                            V/BRIGITTE TOVE NIELSEN,SLAGELSE
32188974,Tømrer-Snedker Michael Rose,SLAGELSE
40386696,Vibevej Invest ApS,SLAGELSE
38873261,El-Habet Entreprenør IVS,SLAGELSE
39827638,Chip-det Autoteknik IVS,SLAGELSE
31055067,SPJ BYG A/S,SLAGELSE
